IP,timestamp,HTTP_method,request_path,status_code,content_length
172.143.3.2,2024-03-01 18:44:15,HEAD,/admin,404,2048
192.168.1.1,2024-03-01 23:06:44,OPTIONS,/api/user,301,256
192.168.1.4,2024-03-01 10:13:43,DELETE,/api/data,201,256
192.168.1.3,2024-03-01 01:44:22,PUT,/api/data,201,256
192.168.1.1,2024-03-01 15:05:36,OPTIONS,/settings,200,256
192.168.1.5,2024-03-01 13:04:34,OPTIONS,/settings,201,4096
192.168.1.5,2024-03-01 05:20:50,GET,/login,301,4096
192.168.1.4,2024-03-01 08:50:28,DELETE,/settings,301,4096
192.168.1.1,2024-03-01 20:38:17,HEAD,/home,301,512
192.168.1.1,2024-03-01 23:42:20,GET,/api/user,401,128
192.168.1.1,2024-03-01 08:22:53,PUT,/login,403,256
192.168.1.2,2024-03-01 08:50:29,HEAD,/login,403,512
192.168.1.5,2024-03-01 22:28:06,POST,/profile,403,256
192.168.1.4,2024-03-01 12:30:09,HEAD,/logout,404,2048
192.168.1.4,2024-03-01 05:23:02,GET,/logout,500,1024
192.168.1.1,2024-03-01 13:08:46,GET,/dashboard,500,1024
192.168.1.1,2024-03-01 16:22:01,GET,/api/user,403,128
192.168.1.1,2024-03-01 19:38:16,DELETE,/api/user,200,2048
192.168.1.2,2024-03-01 20:59:29,HEAD,/logout,200,256
192.168.1.4,2024-03-01 11:41:19,OPTIONS,/login,500,1024
172.24.1.1,2024-03-01 02:20:59,GET,/api/data,401,256
192.168.1.3,2024-03-01 09:12:42,PATCH,/api/user,201,256
192.168.1.5,2024-03-01 16:46:25,PUT,/api/user,200,128
172.24.1.1,2024-03-01 13:03:33,HEAD,/logout,201,4096
172.143.3.2,2024-03-01 11:25:56,PUT,/dashboard,301,512
192.168.1.1,2024-03-01 11:14:44,GET,/dashboard,301,256
192.168.1.2,2024-03-01 16:10:48,OPTIONS,/dashboard,201,256
172.24.1.1,2024-03-01 00:30:09,GET,/api/data,404,256
172.143.3.2,2024-03-01 14:21:51,GET,/api/data,401,256
192.168.1.5,2024-03-01 19:45:16,HEAD,/logout,500,2048
192.168.1.3,2024-03-01 13:55:33,GET,/profile,200,2048
172.24.1.1,2024-03-01 11:17:55,DELETE,/logout,201,512
192.168.1.5,2024-03-01 23:53:31,HEAD,/admin,500,2048
192.168.1.1,2024-03-01 11:01:32,PUT,/settings,201,512
172.143.3.2,2024-03-01 14:09:47,DELETE,/profile,500,2048
172.143.3.2,2024-03-01 03:41:12,HEAD,/settings,500,4096
192.168.1.1,2024-03-01 11:49:19,PUT,/settings,201,512
192.168.1.5,2024-03-01 19:57:27,OPTIONS,/home,500,128
192.168.1.2,2024-03-01 06:20:50,POST,/settings,401,512
172.24.1.1,2024-03-01 01:43:21,DELETE,/settings,200,4096
192.168.1.3,2024-03-01 09:11:41,GET,/settings,403,2048
192.168.1.1,2024-03-01 10:41:19,HEAD,/api/user,201,256
192.168.1.1,2024-03-01 09:59:30,DELETE,/api/user,200,512
172.24.1.1,2024-03-01 11:01:31,DELETE,/settings,404,4096
192.168.1.1,2024-03-01 02:09:47,DELETE,/api/data,200,512
172.24.1.1,2024-03-01 23:29:07,HEAD,/logout,401,512
192.168.1.4,2024-03-01 17:19:50,PATCH,/home,200,4096
192.168.1.2,2024-03-01 19:13:51,DELETE,/home,301,512
172.143.3.2,2024-03-01 10:24:54,DELETE,/admin,403,4096
172.143.3.2,2024-03-01 21:52:30,HEAD,/profile,301,2048
192.168.1.4,2024-03-01 04:10:48,PUT,/admin,401,256
192.168.1.1,2024-03-01 09:52:30,PATCH,/dashboard,301,256
192.168.1.5,2024-03-01 05:07:37,HEAD,/admin,301,2048
192.168.1.1,2024-03-01 17:23:01,POST,/dashboard,301,1024
192.168.1.1,2024-03-01 17:35:14,PATCH,/home,401,512
172.143.3.2,2024-03-01 10:36:07,GET,/admin,201,4096
192.168.1.5,2024-03-01 08:38:16,GET,/login,201,512
192.168.1.2,2024-03-01 20:58:28,POST,/admin,401,1024
172.143.3.2,2024-03-01 15:53:23,POST,/profile,500,1024
192.168.1.5,2024-03-01 07:49:27,PATCH,/logout,403,512
172.143.3.2,2024-03-01 21:51:29,DELETE,/profile,201,4096
192.168.1.2,2024-03-01 22:01:31,PUT,/admin,200,128
192.168.1.4,2024-03-01 12:15:45,PUT,/logout,500,2048
172.143.3.2,2024-03-01 04:10:48,GET,/profile,500,1024
192.168.1.5,2024-03-01 20:14:53,GET,/settings,403,4096
172.24.1.1,2024-03-01 01:20:58,OPTIONS,/home,404,512
172.143.3.2,2024-03-01 15:33:11,HEAD,/login,401,1024
192.168.1.3,2024-03-01 21:11:42,DELETE,/api/user,500,128
172.24.1.1,2024-03-01 10:16:55,HEAD,/login,401,4096
192.168.1.1,2024-03-01 18:27:57,PATCH,/profile,201,512
192.168.1.4,2024-03-01 03:42:12,HEAD,/api/user,200,4096
192.168.1.3,2024-03-01 23:05:43,OPTIONS,/admin,404,128
172.143.3.2,2024-03-01 10:24:55,PATCH,/profile,403,2048
192.168.1.5,2024-03-01 04:59:37,HEAD,/profile,301,512
172.24.1.1,2024-03-01 18:21:51,HEAD,/login,201,4096
192.168.1.3,2024-03-01 02:20:58,HEAD,/home,201,1024
192.168.1.5,2024-03-01 23:25:55,PUT,/api/user,401,512
192.168.1.4,2024-03-01 07:26:04,DELETE,/home,301,2048
172.24.1.1,2024-03-01 00:14:45,GET,/logout,301,4096
192.168.1.1,2024-03-01 19:38:16,DELETE,/login,301,2048
192.168.1.4,2024-03-01 14:09:47,POST,/api/user,401,2048
172.143.3.2,2024-03-01 12:39:09,DELETE,/api/user,301,128
192.168.1.3,2024-03-01 01:51:22,PUT,/admin,404,128
172.143.3.2,2024-03-01 19:25:03,HEAD,/home,403,4096
192.168.1.2,2024-03-01 21:59:30,DELETE,/settings,404,4096
192.168.1.5,2024-03-01 04:46:17,DELETE,/home,404,256
172.24.1.1,2024-03-01 03:21:00,POST,/logout,401,512
192.168.1.1,2024-03-01 01:43:21,POST,/api/user,301,4096
192.168.1.1,2024-03-01 05:20:50,PATCH,/home,403,1024
192.168.1.3,2024-03-01 23:05:44,DELETE,/logout,301,4096
192.168.1.4,2024-03-01 18:48:27,HEAD,/logout,201,2048
192.168.1.5,2024-03-01 06:44:14,GET,/home,404,512
192.168.1.1,2024-03-01 23:17:55,OPTIONS,/api/user,201,256
192.168.1.2,2024-03-01 20:22:53,DELETE,/logout,500,128
192.168.1.4,2024-03-01 03:45:23,GET,/api/user,500,256
192.168.1.5,2024-03-01 12:30:09,PUT,/home,500,512
192.168.1.1,2024-03-01 00:54:32,PATCH,/dashboard,500,4096
172.24.1.1,2024-03-01 17:47:25,PUT,/login,200,128
192.168.1.1,2024-03-01 17:47:26,POST,/logout,404,4096
192.168.1.5,2024-03-01 21:52:30,POST,/admin,201,512
192.168.1.5,2024-03-01 11:50:20,HEAD,/login,200,2048
172.24.1.1,2024-03-01 17:31:02,PATCH,/api/user,200,256
192.168.1.1,2024-03-01 10:28:06,PATCH,/settings,404,2048
192.168.1.3,2024-03-01 22:40:18,GET,/dashboard,301,256
192.168.1.1,2024-03-01 11:02:32,GET,/login,404,256
192.168.1.5,2024-03-01 17:31:02,PUT,/dashboard,201,128
192.168.1.3,2024-03-01 23:01:32,POST,/login,201,512
192.168.1.4,2024-03-01 08:23:53,PATCH,/profile,500,2048
192.168.1.5,2024-03-01 14:08:47,HEAD,/profile,401,1024
192.168.1.2,2024-03-01 17:08:38,GET,/logout,200,128
172.143.3.2,2024-03-01 22:00:30,PUT,/profile,200,2048
172.143.3.2,2024-03-01 11:17:56,POST,/settings,201,4096
192.168.1.5,2024-03-01 01:56:34,PUT,/home,403,1024
192.168.1.3,2024-03-01 20:10:40,OPTIONS,/api/data,201,128
172.24.1.1,2024-03-01 08:58:29,PATCH,/admin,500,1024
172.143.3.2,2024-03-01 18:36:15,DELETE,/admin,301,4096
172.143.3.2,2024-03-01 22:29:07,OPTIONS,/admin,404,2048
192.168.1.2,2024-03-01 23:25:55,GET,/profile,401,512
192.168.1.5,2024-03-01 02:04:35,HEAD,/admin,403,128
172.143.3.2,2024-03-01 21:15:53,PUT,/api/data,201,4096
192.168.1.5,2024-03-01 07:21:52,HEAD,/profile,403,2048
192.168.1.3,2024-03-01 09:11:42,POST,/login,201,512
192.168.1.1,2024-03-01 21:03:41,POST,/dashboard,401,1024
192.168.1.2,2024-03-01 01:39:09,OPTIONS,/dashboard,404,1024
192.168.1.3,2024-03-01 16:46:24,DELETE,/api/user,201,128
172.143.3.2,2024-03-01 07:45:15,GET,/logout,201,4096
192.168.1.4,2024-03-01 04:10:49,PATCH,/logout,500,128
192.168.1.4,2024-03-01 23:54:32,GET,/admin,404,128
172.143.3.2,2024-03-01 14:40:10,DELETE,/api/data,200,512
192.168.1.5,2024-03-01 13:19:57,OPTIONS,/admin,500,4096
192.168.1.2,2024-03-01 09:23:54,PATCH,/api/user,403,2048
192.168.1.4,2024-03-01 00:30:08,HEAD,/login,404,512
192.168.1.3,2024-03-01 02:40:10,GET,/logout,403,1024
192.168.1.2,2024-03-01 04:06:36,GET,/settings,200,128
192.168.1.2,2024-03-01 07:57:27,HEAD,/dashboard,403,128
192.168.1.4,2024-03-01 20:34:05,GET,/logout,200,2048
172.143.3.2,2024-03-01 19:21:52,OPTIONS,/settings,401,1024
172.143.3.2,2024-03-01 14:56:35,HEAD,/api/user,403,2048
192.168.1.4,2024-03-01 14:04:34,PUT,/api/data,200,2048
192.168.1.5,2024-03-01 22:40:18,OPTIONS,/admin,301,128
172.24.1.1,2024-03-01 23:29:08,GET,/profile,401,512
192.168.1.5,2024-03-01 19:01:40,DELETE,/api/data,200,512
192.168.1.3,2024-03-01 01:27:57,GET,/api/user,404,256
172.24.1.1,2024-03-01 16:30:00,PATCH,/admin,401,2048
192.168.1.3,2024-03-01 00:31:09,POST,/dashboard,404,4096
192.168.1.1,2024-03-01 10:52:31,OPTIONS,/api/data,201,4096
172.143.3.2,2024-03-01 07:45:16,PUT,/settings,404,4096
192.168.1.3,2024-03-01 13:08:46,OPTIONS,/logout,201,128
192.168.1.3,2024-03-01 07:38:16,GET,/home,500,1024
192.168.1.2,2024-03-01 07:01:40,POST,/home,200,512
192.168.1.3,2024-03-01 20:34:04,PUT,/admin,500,4096
192.168.1.4,2024-03-01 03:54:24,OPTIONS,/logout,200,128
192.168.1.4,2024-03-01 19:25:04,PATCH,/home,301,4096
192.168.1.2,2024-03-01 08:26:04,HEAD,/dashboard,301,256
192.168.1.5,2024-03-01 22:40:18,GET,/admin,500,128
172.24.1.1,2024-03-01 14:40:10,POST,/settings,500,4096
192.168.1.2,2024-03-01 22:05:43,PATCH,/logout,403,128
192.168.1.1,2024-03-01 05:44:14,PATCH,/dashboard,201,2048
192.168.1.4,2024-03-01 14:05:35,POST,/admin,500,256
192.168.1.5,2024-03-01 20:34:04,PATCH,/login,404,128
192.168.1.1,2024-03-01 04:31:01,POST,/dashboard,404,256
192.168.1.4,2024-03-01 03:57:36,PUT,/api/user,404,128
192.168.1.4,2024-03-01 13:31:10,PATCH,/home,401,128
192.168.1.3,2024-03-01 02:56:35,PUT,/profile,201,2048
192.168.1.2,2024-03-01 03:53:24,OPTIONS,/admin,200,512
192.168.1.2,2024-03-01 08:26:04,HEAD,/dashboard,201,2048
192.168.1.3,2024-03-01 03:17:48,GET,/admin,404,2048
192.168.1.5,2024-03-01 01:52:22,DELETE,/login,401,128
192.168.1.4,2024-03-01 09:00:30,PATCH,/home,404,128
192.168.1.1,2024-03-01 12:50:21,HEAD,/api/user,500,256
192.168.1.4,2024-03-01 07:09:39,GET,/home,403,512
172.24.1.1,2024-03-01 01:07:45,GET,/api/data,401,4096
172.24.1.1,2024-03-01 09:35:06,OPTIONS,/profile,404,512
192.168.1.1,2024-03-01 04:35:13,DELETE,/settings,404,256
172.24.1.1,2024-03-01 08:23:53,PUT,/dashboard,301,512
172.24.1.1,2024-03-01 18:24:02,GET,/login,200,1024
172.143.3.2,2024-03-01 04:58:37,OPTIONS,/settings,401,2048
192.168.1.3,2024-03-01 15:53:23,POST,/settings,401,256
192.168.1.2,2024-03-01 06:20:51,POST,/settings,500,2048
192.168.1.2,2024-03-01 05:43:14,HEAD,/api/data,301,2048
192.168.1.3,2024-03-01 16:58:36,OPTIONS,/admin,301,1024
192.168.1.3,2024-03-01 13:27:58,DELETE,/profile,404,2048
192.168.1.5,2024-03-01 00:39:09,DELETE,/dashboard,201,2048
172.143.3.2,2024-03-01 05:44:14,GET,/dashboard,403,256
192.168.1.4,2024-03-01 18:56:26,DELETE,/admin,301,128
192.168.1.1,2024-03-01 03:05:35,PUT,/api/data,401,256
192.168.1.4,2024-03-01 04:43:13,PUT,/settings,200,2048
172.24.1.1,2024-03-01 21:04:42,DELETE,/dashboard,201,2048
192.168.1.4,2024-03-01 10:29:07,OPTIONS,/api/data,201,1024
192.168.1.3,2024-03-01 08:46:16,HEAD,/api/user,401,4096
192.168.1.1,2024-03-01 01:44:22,POST,/admin,403,512
192.168.1.5,2024-03-01 09:28:06,POST,/api/user,500,512
192.168.1.2,2024-03-01 11:13:44,DELETE,/dashboard,401,4096
192.168.1.4,2024-03-01 20:10:41,HEAD,/api/user,500,512
192.168.1.3,2024-03-01 05:47:26,OPTIONS,/api/data,403,2048
192.168.1.5,2024-03-01 13:19:57,DELETE,/profile,403,128
172.143.3.2,2024-03-01 08:59:29,DELETE,/admin,201,128
192.168.1.2,2024-03-01 06:20:50,POST,/dashboard,201,4096
192.168.1.3,2024-03-01 06:56:27,POST,/profile,500,512
192.168.1.2,2024-03-01 14:28:59,DELETE,/settings,403,1024
192.168.1.3,2024-03-01 22:29:07,OPTIONS,/api/user,500,2048
192.168.1.1,2024-03-01 11:37:07,GET,/settings,404,512
172.24.1.1,2024-03-01 09:28:06,PATCH,/profile,200,1024
192.168.1.1,2024-03-01 02:21:59,HEAD,/api/user,201,1024
192.168.1.4,2024-03-01 13:27:58,OPTIONS,/home,500,128
172.143.3.2,2024-03-01 06:08:38,DELETE,/dashboard,404,128
172.143.3.2,2024-03-01 05:55:25,POST,/login,500,512
192.168.1.1,2024-03-01 09:15:54,GET,/login,301,256
192.168.1.5,2024-03-01 12:27:57,GET,/admin,404,256
192.168.1.1,2024-03-01 18:08:39,DELETE,/home,403,1024
172.24.1.1,2024-03-01 21:15:54,PUT,/login,500,128
192.168.1.5,2024-03-01 09:47:17,OPTIONS,/profile,500,2048
192.168.1.1,2024-03-01 08:46:16,OPTIONS,/home,403,256
192.168.1.3,2024-03-01 09:11:41,DELETE,/profile,301,4096
192.168.1.1,2024-03-01 00:42:20,PUT,/home,201,128
172.143.3.2,2024-03-01 19:25:03,DELETE,/dashboard,403,512
172.143.3.2,2024-03-01 02:41:11,OPTIONS,/api/user,401,2048
192.168.1.3,2024-03-01 11:05:43,HEAD,/profile,201,1024
172.143.3.2,2024-03-01 17:23:01,POST,/api/user,403,2048
172.24.1.1,2024-03-01 07:45:15,OPTIONS,/login,200,2048
192.168.1.5,2024-03-01 04:58:36,GET,/login,403,128
192.168.1.5,2024-03-01 05:20:50,HEAD,/home,404,128
172.24.1.1,2024-03-01 14:16:46,PATCH,/profile,200,2048
192.168.1.3,2024-03-01 16:46:25,POST,/profile,200,128
172.143.3.2,2024-03-01 02:17:47,OPTIONS,/logout,403,128
192.168.1.5,2024-03-01 08:38:17,POST,/logout,401,128
192.168.1.4,2024-03-01 17:55:26,POST,/logout,500,256
172.143.3.2,2024-03-01 08:26:04,PATCH,/settings,401,1024
192.168.1.1,2024-03-01 01:07:45,POST,/api/user,403,2048
192.168.1.3,2024-03-01 21:36:06,HEAD,/profile,403,4096
192.168.1.2,2024-03-01 16:59:37,POST,/settings,401,1024
192.168.1.1,2024-03-01 02:56:35,GET,/api/user,401,256
172.143.3.2,2024-03-01 01:32:10,POST,/dashboard,401,512
192.168.1.2,2024-03-01 18:08:38,DELETE,/settings,301,256
192.168.1.1,2024-03-01 06:44:15,POST,/admin,401,4096
192.168.1.3,2024-03-01 10:28:07,PATCH,/api/data,201,256
192.168.1.3,2024-03-01 10:12:43,HEAD,/profile,301,2048
192.168.1.2,2024-03-01 14:17:47,DELETE,/api/user,301,128
172.143.3.2,2024-03-01 22:41:19,GET,/login,301,2048
192.168.1.4,2024-03-01 05:48:26,PATCH,/home,200,512
192.168.1.3,2024-03-01 01:51:21,OPTIONS,/api/data,201,2048
192.168.1.3,2024-03-01 12:03:33,PUT,/profile,404,1024
172.143.3.2,2024-03-01 04:34:13,DELETE,/api/user,301,2048
192.168.1.5,2024-03-01 17:31:01,PUT,/api/user,404,512
192.168.1.1,2024-03-01 23:17:55,HEAD,/home,403,2048
192.168.1.4,2024-03-01 18:13:51,HEAD,/admin,301,512
192.168.1.5,2024-03-01 10:29:07,DELETE,/admin,404,1024
172.143.3.2,2024-03-01 03:29:00,OPTIONS,/api/user,401,4096
192.168.1.5,2024-03-01 22:40:18,PATCH,/login,200,1024
192.168.1.5,2024-03-01 15:06:36,POST,/logout,301,128
192.168.1.3,2024-03-01 11:42:20,POST,/profile,500,512
172.24.1.1,2024-03-01 11:13:43,PUT,/login,201,1024
192.168.1.5,2024-03-01 03:41:11,POST,/login,201,4096
192.168.1.2,2024-03-01 07:09:40,PATCH,/settings,201,256
192.168.1.2,2024-03-01 03:45:23,DELETE,/logout,200,512
192.168.1.3,2024-03-01 00:54:33,POST,/admin,200,128
172.143.3.2,2024-03-01 10:04:43,DELETE,/dashboard,404,512
192.168.1.1,2024-03-01 14:29:59,PATCH,/admin,403,2048
192.168.1.1,2024-03-01 17:55:25,GET,/admin,200,256
192.168.1.4,2024-03-01 03:53:23,OPTIONS,/home,404,512
192.168.1.2,2024-03-01 21:47:17,POST,/admin,301,512
192.168.1.1,2024-03-01 07:01:39,GET,/api/user,301,1024
172.143.3.2,2024-03-01 01:56:26,PATCH,/login,403,4096
192.168.1.4,2024-03-01 21:39:18,GET,/profile,201,512
192.168.1.3,2024-03-01 19:25:04,POST,/admin,301,2048
172.24.1.1,2024-03-01 02:28:58,OPTIONS,/login,201,1024
192.168.1.1,2024-03-01 12:51:21,GET,/dashboard,200,128
192.168.1.2,2024-03-01 00:26:56,OPTIONS,/logout,301,4096
192.168.1.4,2024-03-01 01:51:21,POST,/api/user,401,2048
192.168.1.1,2024-03-01 15:53:23,PUT,/logout,403,2048
172.143.3.2,2024-03-01 13:51:21,OPTIONS,/home,401,128
172.24.1.1,2024-03-01 07:21:51,HEAD,/dashboard,500,256
192.168.1.1,2024-03-01 10:12:42,POST,/profile,301,1024
192.168.1.3,2024-03-01 13:04:34,GET,/settings,200,512
192.168.1.1,2024-03-01 19:37:15,PATCH,/login,401,1024
172.24.1.1,2024-03-01 13:39:09,PATCH,/settings,404,128
172.143.3.2,2024-03-01 06:56:26,PUT,/dashboard,200,2048
172.24.1.1,2024-03-01 09:40:18,PATCH,/admin,401,512
192.168.1.2,2024-03-01 16:10:48,GET,/profile,401,2048
192.168.1.3,2024-03-01 07:57:27,PATCH,/admin,301,4096
192.168.1.3,2024-03-01 20:58:28,PATCH,/profile,201,256
192.168.1.5,2024-03-01 01:19:57,HEAD,/settings,500,4096
192.168.1.1,2024-03-01 12:54:33,PUT,/home,401,1024
192.168.1.5,2024-03-01 16:35:13,PUT,/settings,403,128
192.168.1.5,2024-03-01 15:29:00,HEAD,/login,401,1024
172.143.3.2,2024-03-01 04:07:37,PUT,/admin,200,4096
172.143.3.2,2024-03-01 00:15:45,GET,/logout,200,2048
172.24.1.1,2024-03-01 09:15:46,PATCH,/api/user,404,128
192.168.1.3,2024-03-01 10:13:43,HEAD,/api/data,401,256
172.143.3.2,2024-03-01 00:30:08,HEAD,/home,500,1024
192.168.1.4,2024-03-01 05:35:13,OPTIONS,/admin,201,1024
172.24.1.1,2024-03-01 14:32:10,POST,/settings,500,2048
192.168.1.2,2024-03-01 12:03:33,HEAD,/login,200,2048
192.168.1.1,2024-03-01 10:04:42,HEAD,/dashboard,200,4096
172.143.3.2,2024-03-01 01:31:10,POST,/api/user,500,256
192.168.1.2,2024-03-01 23:29:08,GET,/login,301,1024
192.168.1.5,2024-03-01 19:37:16,HEAD,/home,404,2048
192.168.1.5,2024-03-01 10:37:07,GET,/api/user,201,1024
192.168.1.5,2024-03-01 13:19:58,OPTIONS,/api/data,403,256
172.143.3.2,2024-03-01 12:42:20,GET,/settings,403,256
172.143.3.2,2024-03-01 09:23:53,OPTIONS,/dashboard,401,4096
192.168.1.3,2024-03-01 23:49:20,DELETE,/login,200,2048
192.168.1.4,2024-03-01 00:43:21,OPTIONS,/settings,403,128
192.168.1.1,2024-03-01 06:00:38,PATCH,/profile,401,2048
192.168.1.3,2024-03-01 15:17:48,GET,/api/data,401,4096
192.168.1.2,2024-03-01 21:51:29,OPTIONS,/login,403,4096
172.143.3.2,2024-03-01 09:24:54,POST,/dashboard,301,256
192.168.1.5,2024-03-01 13:43:22,PUT,/login,403,512
192.168.1.1,2024-03-01 12:42:20,HEAD,/home,401,256
192.168.1.2,2024-03-01 22:49:19,OPTIONS,/profile,403,128
192.168.1.1,2024-03-01 00:19:57,GET,/profile,403,128
192.168.1.3,2024-03-01 13:40:10,HEAD,/profile,401,4096
192.168.1.2,2024-03-01 04:18:49,GET,/api/data,404,4096
172.143.3.2,2024-03-01 06:49:27,DELETE,/dashboard,301,1024
192.168.1.2,2024-03-01 10:41:19,PUT,/profile,201,2048
172.24.1.1,2024-03-01 01:03:33,DELETE,/logout,403,4096
192.168.1.3,2024-03-01 09:23:53,OPTIONS,/dashboard,201,128
192.168.1.3,2024-03-01 05:12:50,OPTIONS,/settings,404,2048
192.168.1.2,2024-03-01 07:46:16,DELETE,/admin,404,1024
172.24.1.1,2024-03-01 03:42:12,PUT,/logout,401,1024
192.168.1.5,2024-03-01 19:49:28,OPTIONS,/admin,500,512
192.168.1.1,2024-03-01 20:14:52,POST,/login,500,256
172.143.3.2,2024-03-01 04:59:37,DELETE,/home,404,512
172.143.3.2,2024-03-01 09:28:06,POST,/logout,201,2048
192.168.1.2,2024-03-01 15:05:36,PATCH,/logout,200,2048
192.168.1.1,2024-03-01 22:05:43,OPTIONS,/api/user,401,2048
192.168.1.2,2024-03-01 08:22:53,HEAD,/logout,301,512
192.168.1.4,2024-03-01 00:03:33,POST,/profile,401,512
192.168.1.2,2024-03-01 17:32:02,PATCH,/home,200,256
192.168.1.1,2024-03-01 12:54:32,POST,/home,200,512
192.168.1.5,2024-03-01 07:22:52,GET,/admin,200,4096
192.168.1.3,2024-03-01 22:48:19,PATCH,/dashboard,404,256
192.168.1.4,2024-03-01 10:40:19,GET,/api/data,401,512
192.168.1.2,2024-03-01 15:21:59,OPTIONS,/login,301,512
172.143.3.2,2024-03-01 17:23:01,GET,/profile,500,256
172.24.1.1,2024-03-01 10:40:18,DELETE,/logout,500,128
192.168.1.2,2024-03-01 09:59:30,HEAD,/profile,401,2048
192.168.1.3,2024-03-01 19:33:04,DELETE,/profile,401,128
192.168.1.4,2024-03-01 00:02:33,HEAD,/home,401,1024
192.168.1.5,2024-03-01 02:04:34,DELETE,/api/data,403,256
192.168.1.4,2024-03-01 09:00:30,POST,/profile,404,256
172.143.3.2,2024-03-01 09:03:41,POST,/dashboard,404,256
172.143.3.2,2024-03-01 12:54:32,HEAD,/dashboard,404,256
192.168.1.5,2024-03-01 07:58:28,OPTIONS,/settings,404,1024
192.168.1.5,2024-03-01 23:37:07,PUT,/profile,500,4096
192.168.1.2,2024-03-01 01:19:58,PUT,/api/user,201,256
172.143.3.2,2024-03-01 07:13:51,GET,/profile,301,4096
192.168.1.4,2024-03-01 03:05:36,OPTIONS,/api/user,500,128
192.168.1.3,2024-03-01 00:06:45,PATCH,/api/user,401,512
192.168.1.3,2024-03-01 18:56:27,GET,/admin,301,512
192.168.1.5,2024-03-01 23:01:32,HEAD,/admin,403,2048
192.168.1.3,2024-03-01 23:49:20,POST,/api/data,404,4096
172.143.3.2,2024-03-01 04:22:01,OPTIONS,/login,403,256
192.168.1.1,2024-03-01 02:08:47,PUT,/profile,500,4096
172.24.1.1,2024-03-01 16:42:12,DELETE,/login,200,1024
192.168.1.4,2024-03-01 21:15:46,DELETE,/settings,401,128
192.168.1.5,2024-03-01 05:00:38,OPTIONS,/api/data,301,256
192.168.1.2,2024-03-01 05:31:01,OPTIONS,/login,404,4096
172.24.1.1,2024-03-01 14:52:22,OPTIONS,/api/data,500,512
192.168.1.2,2024-03-01 01:39:10,OPTIONS,/api/data,200,128
192.168.1.1,2024-03-01 06:13:51,PATCH,/settings,201,128
172.24.1.1,2024-03-01 06:00:38,PATCH,/admin,301,4096
172.143.3.2,2024-03-01 12:02:32,DELETE,/logout,201,4096
192.168.1.3,2024-03-01 06:25:03,PUT,/login,401,4096
172.143.3.2,2024-03-01 21:35:06,POST,/api/data,301,512
192.168.1.1,2024-03-01 22:53:31,PUT,/home,200,1024
192.168.1.5,2024-03-01 22:12:43,DELETE,/api/data,201,128
172.24.1.1,2024-03-01 03:45:23,PATCH,/settings,500,256
172.24.1.1,2024-03-01 15:57:36,GET,/settings,301,256
192.168.1.2,2024-03-01 16:58:37,PUT,/logout,401,128
192.168.1.5,2024-03-01 07:21:51,POST,/admin,401,128
192.168.1.4,2024-03-01 18:25:03,HEAD,/login,201,256
192.168.1.1,2024-03-01 06:33:03,GET,/login,301,2048
192.168.1.1,2024-03-01 17:11:50,DELETE,/home,404,512
192.168.1.3,2024-03-01 02:32:10,DELETE,/dashboard,200,128
192.168.1.5,2024-03-01 21:11:41,POST,/dashboard,201,128
192.168.1.4,2024-03-01 04:30:00,OPTIONS,/login,201,1024
192.168.1.3,2024-03-01 08:11:41,OPTIONS,/logout,301,1024
192.168.1.5,2024-03-01 01:07:46,POST,/admin,301,512
192.168.1.2,2024-03-01 07:58:28,PATCH,/login,301,1024
192.168.1.4,2024-03-01 21:39:17,PATCH,/login,404,2048
172.24.1.1,2024-03-01 10:29:07,GET,/api/data,500,256
192.168.1.1,2024-03-01 16:06:37,OPTIONS,/dashboard,403,256
192.168.1.2,2024-03-01 04:58:36,PATCH,/logout,301,256
192.168.1.5,2024-03-01 05:00:38,PUT,/logout,403,2048
192.168.1.1,2024-03-01 03:54:24,PATCH,/logout,403,4096
192.168.1.2,2024-03-01 23:30:08,HEAD,/profile,201,128
172.24.1.1,2024-03-01 01:03:33,OPTIONS,/settings,301,128
192.168.1.5,2024-03-01 07:49:28,PATCH,/settings,401,128
172.24.1.1,2024-03-01 13:07:45,DELETE,/login,500,256
192.168.1.5,2024-03-01 11:25:55,POST,/api/data,403,128
192.168.1.3,2024-03-01 01:15:45,OPTIONS,/logout,301,4096
172.143.3.2,2024-03-01 10:04:42,PATCH,/api/user,301,1024
192.168.1.5,2024-03-01 08:39:17,DELETE,/admin,200,1024
172.143.3.2,2024-03-01 18:20:51,POST,/profile,403,1024
192.168.1.5,2024-03-01 05:23:02,PATCH,/api/data,500,4096
172.143.3.2,2024-03-01 01:52:22,PUT,/admin,404,256
192.168.1.5,2024-03-01 14:56:26,DELETE,/home,500,1024
192.168.1.4,2024-03-01 00:50:21,GET,/api/data,200,512
172.143.3.2,2024-03-01 17:31:02,GET,/logout,301,128
192.168.1.4,2024-03-01 10:12:42,PUT,/dashboard,403,128
192.168.1.5,2024-03-01 12:30:08,PATCH,/home,403,1024
172.24.1.1,2024-03-01 05:24:02,HEAD,/login,201,128
192.168.1.4,2024-03-01 23:25:56,PUT,/admin,403,256
192.168.1.4,2024-03-01 11:29:07,POST,/home,500,4096
172.143.3.2,2024-03-01 07:01:39,POST,/home,500,128
192.168.1.1,2024-03-01 19:01:40,POST,/home,401,4096
172.24.1.1,2024-03-01 05:59:37,DELETE,/api/data,401,512
